SRC_ID,A_NAME,"A_NAME_ALT
",A_RA,A_DEC,A_SOURCE_TYPE,A_SOURCE_TYPE_FLAG,B_NAME,B_RA,B_DEC,XOFFSET_
TC0173,CXOGLB J002359.9-720513,[GHE2001] W60 ,5.999725,-72.086983,             ,                  ,2CXO J002359.9-720513,5.999807,-72.087036,0.004
TC0174,CXOGLB J002359.9-720531,[GHE2001] W101,5.999912,-72.092194,             ,                  ,2CXO J002359.9-720532,5.999945,-72.092238,0.003
TC0175,CXOGLB J002400.4-720427,[GHE2001] W313,6.001713,-72.074167,             ,                  ,2CXO J002400.4-720427,6.00183,-72.074211,0.003
TC0176,CXOGLB J002400.4-720448,[GHE2001] W205,6.001646,-72.079997,             ,                  ,2CXO J002400.4-720448,6.001914,-72.08002,0.005
TC0177,CXOGLB J002400.3-720546,[GHE2001] W84 ,6.001604,-72.096258,             ,                  ,2CXO J002400.4-720546,6.001806,-72.096292,0.004
TC0178,CXOGLB J002400.5-720516,[GHE2001] W312,6.002283,-72.088022,             ,                  ,2CXO J002400.5-720517,6.002447,-72.088078,0.005
TC0179,CXOGLB J002400.6-720412,[GHE2001] W311,6.002754,-72.070122,             ,                  ,2CXO J002400.6-720412,6.002745,-72.070185,0.004
TC0180,CXOGLB J002400.9-720414,[GHE2001] W83 ,6.0042,-72.070569,             ,                  ,2CXO J002400.9-720414,6.00405,-72.07057,0.003
TC0181,CXOGLB J002401.1-720530,[GHE2001] W309,6.004621,-72.091744,             ,                  ,2CXO J002401.1-720530,6.004664,-72.091836,0.006
TC0182,CXOGLB J002401.3-720427,[GHE2001] W100,6.005429,-72.074233,             ,                  ,2CXO J002401.3-720427,6.005555,-72.074234,0.002
TC0183,CXOGLB J002401.3-720445,[GHE2001] W57 ,6.005683,-72.079342,             ,                  ,2CXO J002401.3-720445,6.005779,-72.079374,0.003
TC0184,CXOGLB J002401.3-720448,[GHE2001] W307,6.005467,-72.080053,             ,                  ,2CXO J002401.3-720448,6.00559,-72.080101,0.004
TC0185,CXOGLB J002401.2-720650,[GHE2001] W308,6.005317,-72.113886,             ,                  ,2CXO J002401.3-720650,6.00581,-72.113921,0.009
TC0186,CXOGLB J002401.3-720504,[GHE2001] W306,6.005783,-72.084536,             ,                  ,2CXO J002401.4-720504,6.005894,-72.084569,0.003
TC0187,CXOGLB J002401.6-720257,[GHE2001] W143,6.007029,-72.049356,             ,                  ,2CXO J002401.6-720257,6.007049,-72.049405,0.003
TC0188,CXOGLB J002401.7-720512,[GHE2001] W81 ,6.00725,-72.086767,             ,                  ,2CXO J002401.7-720512,6.007215,-72.086781,0.001
TC0189,CXOGLB J002402.0-720425,[GHE2001] W305,6.008513,-72.073758,             ,                  ,2CXO J002402.0-720425,6.008433,-72.073742,0.002
TC0190,CXOGLB J002402.5-720434,[GHE2001] W303,6.010767,-72.076219,             ,                  ,2CXO J002402.6-720434,6.010898,-72.076291,0.005
TC0191,CXOGLB J002402.6-720441,[GHE2001] W80 ,6.010979,-72.078128,             ,                  ,2CXO J002402.6-720441,6.011079,-72.078182,0.004
TC0192,CXOGLB J002402.6-720538,[GHE2001] W52 ,6.011008,-72.094039,             ,                  ,2CXO J002402.6-720538,6.011109,-72.094063,0.002
TC0193,CXOGLB J002403.0-720426,[GHE2001] W50 ,6.012963,-72.074039,             ,                  ,2CXO J002403.1-720426,6.012946,-72.07407,0.002
TC0194,CXOGLB J002403.2-720429,[GHE2001] W48 ,6.013379,-72.074897,             ,                  ,2CXO J002403.2-720429,6.013351,-72.07492,0.001
TC0195,CXOGLB J002403.3-720524,[GHE2001] W301,6.013733,-72.090183,             ,                  ,2CXO J002403.3-720524,6.01387,-72.090212,0.003
TC0196,CXOGLB J002403.5-720441,[GHE2001] W79 ,6.014858,-72.078175,             ,                  ,2CXO J002403.6-720441,6.015057,-72.078176,0.004
TC0197,CXOGLB J002403.6-720522,[GHE2001] W78 ,6.015221,-72.089589,             ,                  ,2CXO J002403.7-720522,6.015492,-72.089606,0.005
TC0198,CXOGLB J002403.7-720516,[GHE2001] W169,6.015767,-72.088028,             ,                  ,2CXO J002403.8-720517,6.015948,-72.088086,0.005
TC0199,CXOGLB J002404.4-720432,[GHE2001] W297,6.018696,-72.075631,             ,                  ,2CXO J002404.5-720432,6.01904,-72.075667,0.007
TC0200,CXOGLB J002404.5-720517,[GHE2001] W296,6.018983,-72.088247,             ,                  ,2CXO J002404.5-720517,6.019083,-72.088263,0.002
TC0201,CXOGLB J002404.6-720434,[GHE2001] W40 ,6.019333,-72.076272,             ,                  ,2CXO J002404.6-720434,6.019399,-72.07626,0.001
TC0202,CXOGLB J002404.6-720509,[GHE2001] W295,6.019454,-72.085944,             ,                  ,2CXO J002404.6-720509,6.019509,-72.085948,0.001
TC0203,CXOGLB J002404.9-720437,[GHE2001] W203,6.020542,-72.077017,             ,                  ,2CXO J002404.9-720437,6.020611,-72.07704,0.002
TC0204,CXOGLB J002404.9-720454,[GHE2001] W293,6.020779,-72.081653,             ,                  ,2CXO J002404.9-720454,6.020764,-72.081685,0.002
TC0205,CXOGLB J002404.9-720522,[GHE2001] W294,6.020562,-72.089603,             ,                  ,2CXO J002404.9-720522,6.020605,-72.089642,0.002
TC0206,CXOGLB J002404.9-720329,[GHE2001] W292,6.020787,-72.058289,             ,                  ,2CXO J002405.0-720330,6.020906,-72.058396,0.007
TC0207,CXOGLB J002405.0-720443,[GHE2001] W202,6.020833,-72.078886,             ,                  ,2CXO J002405.0-720443,6.02098,-72.078841,0.004
TC0208,CXOGLB J002405.1-720435,[GHE2001] W290,6.021242,-72.076447,             ,                  ,2CXO J002405.1-720435,6.021261,-72.076491,0.003
TC0209,CXOGLB J002405.2-720315,[GHE2001] W288,6.021975,-72.054383,             ,                  ,2CXO J002405.2-720315,6.021882,-72.054443,0.004
TC0210,CXOGLB J002405.9-720510,[GHE2001] W285,6.024733,-72.086325,             ,                  ,2CXO J002405.9-720510,6.024802,-72.086386,0.004
TC0211,CXOGLB J002406.1-720451,[GHE2001] W283,6.025571,-72.080953,             ,                  ,2CXO J002406.1-720451,6.025752,-72.08099,0.004
TC0212,CXOGLB J002406.1-720542,[GHE2001] W282,6.025717,-72.095233,             ,                  ,2CXO J002406.1-720542,6.025797,-72.095261,0.002
TC0213,CXOGLB J002406.0-720725,[GHE2001] W284,6.025354,-72.123733,             ,                  ,2CXO J002406.1-720725,6.025435,-72.123746,0.002
TC0214,CXOGLB J002406.3-720439,[GHE2001] W351,6.026442,-72.077489,             ,                  ,2CXO J002406.3-720439,6.026591,-72.077505,0.003
TC0215,CXOGLB J002406.5-720451,[GHE2001] W279,6.026892,-72.080833,             ,                  ,2CXO J002406.4-720451,6.026713,-72.081007,0.011
TC0216,CXOGLB J002406.5-720451,[GHE2001] W279,6.026892,-72.080833,             ,                  ,2CXO J002406.5-720450,6.027229,-72.080783,0.007
TC0217,CXOGLB J002406.6-720453,[GHE2001] W277,6.027733,-72.081494,             ,                  ,2CXO J002406.6-720453,6.027839,-72.081529,0.003
TC0218,CXOGLB J002406.9-720509,[GHE2001] W276,6.028825,-72.086083,             ,                  ,2CXO J002406.9-720509,6.028951,-72.086065,0.003
TC0219,CXOGLB J002407.0-720442,[GHE2001] W201,6.029417,-72.078522,             ,                  ,2CXO J002407.0-720442,6.029553,-72.07854,0.003
TC0220,CXOGLB J002407.1-720507,[GHE2001] W200,6.029821,-72.085339,             ,                  ,2CXO J002407.1-720507,6.029991,-72.085328,0.003
TC0221,CXOGLB J002407.2-720454,[GHE2001] W199,6.030125,-72.081864,             ,                  ,2CXO J002407.2-720454,6.030197,-72.081825,0.003
TC0222,CXOGLB J002407.5-720417,[GHE2001] W270,6.031467,-72.071611,             ,                  ,2CXO J002407.5-720417,6.031461,-72.071606,0
TC0223,CXOGLB J002407.7-720431,[GHE2001] W269,6.032204,-72.075344,             ,                  ,2CXO J002407.7-720431,6.032338,-72.075381,0.003
TC0224,CXOGLB J002408.1-720447,[GHE2001] W265,6.033762,-72.079967,             ,                  ,2CXO J002407.9-720448,6.033256,-72.08014,0.014
TC0225,CXOGLB J002408.1-720447,[GHE2001] W265,6.033762,-72.079967,             ,                  ,2CXO J002408.1-720447,6.034109,-72.079929,0.007
TC0226,CXOGLB J002408.0-720451,[GHE2001] W197,6.033625,-72.080811,             ,                  ,2CXO J002408.1-720451,6.033777,-72.080884,0.005
TC0227,CXOGLB J002408.3-720433,[GHE2001] W263,6.0346,-72.076072,             ,                  ,2CXO J002408.3-720434,6.034756,-72.076117,0.004
TC0228,CXOGLB J002408.5-720456,[GHE2001] W261,6.035542,-72.082294,             ,                  ,2CXO J002408.5-720456,6.035546,-72.082327,0.002
TC0229,CXOGLB J002408.5-720708,[GHE2001] W186,6.035621,-72.118925,             ,                  ,2CXO J002408.5-720708,6.03581,-72.119018,0.007
TC0230,CXOGLB J002408.6-720449,[GHE2001] W260,6.036133,-72.080392,             ,                  ,2CXO J002408.6-720449,6.036119,-72.08046,0.004
TC0231,CXOGLB J002409.2-720511,[GHE2001] W259,6.038592,-72.086414,             ,                  ,2CXO J002409.2-720511,6.038738,-72.086435,0.003
TC0232,CXOGLB J002410.7-720418,[GHE2001] W254,6.044975,-72.071881,             ,                  ,2CXO J002410.7-720418,6.044986,-72.071936,0.003
TC0233,CXOGLB J002410.5-720444,[GHE2001] W255,6.044137,-72.078939,             ,                  ,2CXO J002410.7-720444,6.044585,-72.079104,0.013
TC0234,CXOGLB J002410.9-720408,[GHE2001] W252,6.045717,-72.068892,             ,                  ,2CXO J002410.9-720408,6.045663,-72.068905,0.001
TC0235,CXOGLB J002410.9-720505,[GHE2001] W253,6.045717,-72.084722,             ,                  ,2CXO J002410.9-720504,6.04582,-72.084719,0.002
TC0236,CXOGLB J002411.3-720451,[GHE2001] W250,6.047167,-72.080828,             ,                  ,2CXO J002411.3-720451,6.047113,-72.080895,0.004
TC0237,CXOGLB J002411.5-720224,[GHE2001] W118,6.047958,-72.040103,             ,                  ,2CXO J002411.5-720224,6.048074,-72.040134,0.003
TC0238,CXOGLB J002411.7-720518,[GHE2001] W249,6.049029,-72.088361,             ,                  ,2CXO J002411.7-720518,6.048917,-72.088354,0.002
TC0239,CXOGLB J002412.1-720455,[GHE2001] W196,6.050587,-72.08195,             ,                  ,2CXO J002412.1-720455,6.05061,-72.081972,0.001
TC0240,CXOGLB J002412.9-720445,[GHE2001] W245,6.053775,-72.079228,             ,                  ,2CXO J002412.8-720445,6.053648,-72.079313,0.006
TC0241,CXOGLB J002413.7-720302,[GHE2001] W117,6.057471,-72.050603,             ,                  ,2CXO J002413.8-720302,6.057576,-72.05063,0.003
TC0242,CXOGLB J002413.7-720302,[GHE2001] W117,6.057408,-72.050592,             ,                  ,2CXO J002413.8-720302,6.057576,-72.05063,0.004
TC0243,CXOGLB J002414.2-720308,[GHE2001] W241,6.059204,-72.052203,             ,                  ,2CXO J002414.1-720308,6.058988,-72.052309,0.008
TC0244,CXOGLB J002414.5-720653,[GHE2001] W240,6.06065,-72.114864,             ,                  ,2CXO J002414.5-720653,6.060579,-72.114907,0.003
TC0245,CXOGLB J002415.2-720433,[GHE2001] W195,6.063346,-72.075906,             ,                  ,2CXO J002415.2-720433,6.0634,-72.075965,0.004
TC0246,CXOGLB J002415.4-720646,[GHE2001] W139,6.064271,-72.112997,             ,                  ,2CXO J002415.4-720646,6.06426,-72.113009,0.001
TC0247,CXOGLB J002415.7-720307,[GHE2001] W166,6.065508,-72.051992,             ,                  ,2CXO J002415.7-720307,6.065678,-72.05202,0.004
TC0248,CXOGLB J002416.0-720412,[GHE2001] W235,6.066858,-72.070167,             ,                  ,2CXO J002416.0-720412,6.066707,-72.070192,0.003
TC0249,CXOGLB J002417.2-720302,[GHE2001] W116,6.071825,-72.050764,             ,                  ,2CXO J002417.2-720302,6.071885,-72.050789,0.002
TC0250,CXOGLB J002418.0-720618,[GHE2001] W231,6.075283,-72.105256,             ,                  ,2CXO J002418.1-720619,6.075444,-72.105321,0.005
TC0251,CXOGLB J002418.4-720334,[GHE2001] W229,6.077025,-72.059678,             ,                  ,2CXO J002418.4-720334,6.077023,-72.059704,0.002
TC0252,CXOGLB J002418.7-720225,[GHE2001] W227,6.078071,-72.040444,             ,                  ,2CXO J002418.7-720225,6.07799,-72.040475,0.002
TC0253,CXOGLB J002419.3-720334,[GHE2001] W114,6.080683,-72.059661,             ,                  ,2CXO J002419.3-720334,6.080757,-72.059679,0.002
TC0254,CXOGLB J002419.7-720349,[GHE2001] W226,6.082088,-72.063781,             ,                  ,2CXO J002419.7-720349,6.082167,-72.063778,0.001
TC0255,CXOGLB J002420.9-720518,[GHE2001] W223,6.087233,-72.088592,             ,                  ,2CXO J002420.9-720518,6.087209,-72.088609,0.001
TC0256,CXOGLB J002421.4-720433,[GHE2001] W221,6.089321,-72.075878,             ,                  ,2CXO J002421.4-720433,6.089338,-72.075864,0.001
TC0257,CXOGLB J002421.7-720252,[GHE2001] W220,6.090525,-72.047931,             ,                  ,2CXO J002421.6-720252,6.090321,-72.047935,0.004
TC0258,CXOGLB J002422.5-720423,[GHE2001] W219,6.093867,-72.073269,             ,                  ,2CXO J002422.5-720423,6.093951,-72.073303,0.003
TC0259,CXOGLB J002422.7-720328,[GHE2001] W218,6.0948,-72.058017,             ,                  ,2CXO J002422.7-720328,6.094949,-72.058009,0.003
TC0260,CXOGLB J002425.8-720703,[GHE2001] W113,6.107683,-72.117644,             ,                  ,2CXO J002425.8-720703,6.107757,-72.117669,0.002
TC0261,CXOGLB J002428.3-720601,[GHE2001] W214,6.118204,-72.100456,             ,                  ,2CXO J002428.4-720601,6.118449,-72.100448,0.005
TC0262,CXOGLB J002428.9-720256,[GHE2001] W160,6.120658,-72.049078,             ,                  ,2CXO J002428.9-720256,6.120737,-72.049041,0.003
TC0263,CXOGLB J002429.9-720643,[GHE2001] W213,6.124646,-72.112086,             ,                  ,2CXO J002429.9-720643,6.124865,-72.112054,0.004
TC0264,CXOGLB J002430.6-720532,[GHE2001] W212,6.127637,-72.092331,             ,                  ,2CXO J002430.5-720532,6.12719,-72.092241,0.01
TC0265,CXOGLB J002431.3-720618,[GHE2001] W159,6.1305,-72.105056,             ,                  ,2CXO J002431.3-720618,6.13056,-72.105166,0.007
TC0266,CXOGLB J002431.7-720538,[GHE2001] W181,6.132454,-72.093931,             ,                  ,2CXO J002431.8-720538,6.132521,-72.093948,0.002
TC0267,CXOGLB J002432.5-720557,[GHE2001] W180,6.135425,-72.099383,             ,                  ,2CXO J002432.5-720557,6.135496,-72.099409,0.002
TC0268,CXOGLB J002432.5-720557,[GHE2001] W180,6.135542,-72.099456,             ,                  ,2CXO J002432.5-720557,6.135496,-72.099409,0.003
TC0269,CXOGLB J002432.6-720622,[GHE2001] W209,6.136054,-72.106342,             ,                  ,2CXO J002432.6-720622,6.135947,-72.106219,0.008
TC0270,CXOGLB J002434.1-720333,[GHE2001] W193,6.142454,-72.059333,             ,                  ,2CXO J002434.1-720333,6.142426,-72.059317,0.001
TC0271,CXOGLB J002434.9-720501,[GHE2001] W132,6.146125,-72.083867,             ,                  ,2CXO J002435.0-720501,6.146027,-72.083838,0.003
TC0272,CXOGLB J002434.9-720501,[GHE2001] W132,6.145787,-72.083811,             ,                  ,2CXO J002435.0-720501,6.146027,-72.083838,0.005
TC0273,CXOGLB J002437.1-720517,[GHE2001] W207,6.154792,-72.088042,             ,                  ,2CXO J002437.1-720516,6.154886,-72.088021,0.002
TC0274,CXOGLB J002438.7-720427,[GHE2001] W206,6.161508,-72.07435,             ,                  ,2CXO J002438.8-720427,6.161717,-72.074356,0.004
